"name1"	"name2"	"D.ij.bMNTD"	"G.ij.bMNTD"	"Ds.ij.bMNTD"	"Gs.ij.bMNTD"	"C.ij.bMNTD"	"E.ij.bMNTD"	"ST.ij.bMNTD"	"MST.ij.bMNTD"	"bNTI.wt"	"RC.bMNTD.wt"	"Plant"
"A44"	"A43"	1.52744730673305e-05	1.80078057292553e-05	0.0258004743521085	0.0304174113114989	0.974199525647892	0.969582588688501	0.995260789152694	0.844194142664797	-0.464716355119705	-0.333333333333333	"YS"
"A45"	"A43"	2.76611784430248e-05	2.51266306412772e-05	0.0467231518771525	0.0424419871348449	0.953276848122848	0.957558012865155	0.908371662220821	0.904310405690186	0.333977389448519	0.373737373737374	"YS"
"A46"	"A43"	8.4895199472981e-05	8.18373610933942e-05	0.143398492829487	0.138233425573965	0.856601507170513	0.861766574426035	0.96398102132312	0.958203323561406	0.205741762541214	0.333333333333333	"YS"
"A47"	"A43"	4.70520384489542e-05	8.89462046494009e-05	0.0794767129357234	0.15024114165238	0.920523287064277	0.84975885834762	0.923125867958933	0.488328355365307	-0.979477956485234	-0.898989898989899	"YS"
"A48"	"A43"	5.14515804174316e-05	4.10939348741578e-05	0.0869080835118715	0.0694127390237509	0.913091916488129	0.930587260976249	0.798691401522728	0.783675742276887	0.860543196380985	0.595959595959596	"YS"
"A45"	"A44"	2.15024651166302e-05	2.56850205302494e-05	0.0363203232807613	0.0433851767260928	0.963679676719239	0.956614823273907	0.992668877827347	0.831022419962993	-0.638100598815317	-0.434343434343434	"YS"
"A46"	"A44"	5.54643901123586e-05	4.65981598645594e-05	0.0936862154420194	0.078710055865196	0.906313784557981	0.921289944134804	0.840145537887675	0.826488432734989	1.24500457447224	0.818181818181818	"YS"
"A47"	"A44"	8.69154182881595e-05	9.56393531634943e-05	0.146810892294719	0.161546697386546	0.853189107705281	0.838453302613454	0.98272855928569	0.893087008315723	-0.107755706101264	0.252525252525252	"YS"
"A48"	"A44"	2.82581284628179e-05	2.43033211355615e-05	0.047731474298965	0.0410513155422845	0.952268525701035	0.958948684457716	0.860047089372528	0.854055891732502	0.644424338139597	0.535353535353535	"YS"
"A46"	"A45"	5.33867348926259e-05	5.75828358788098e-05	0.0901767987850292	0.0972645323779116	0.909823201214971	0.902735467622088	0.992209768245723	0.919906757747949	-0.45372435890367	-0.212121212121212	"YS"
"A47"	"A45"	8.05353353705994e-05	0.000107577239180596	0.136034143077038	0.181711263499232	0.863965856922962	0.818288736500768	0.947130873221224	0.709048708590377	-0.501512845466203	-0.313131313131313	"YS"
"A48"	"A45"	1.58137582138013e-05	1.82976327823071e-05	0.0267113936701538	0.0309069650536049	0.973288606329846	0.969093034946395	0.99568928336758	0.860526045668228	-0.565408444429179	-0.373737373737374	"YS"
"A47"	"A46"	0.00015021573386835	0.00015892823040672	0.253732955098977	0.268449439424832	0.746267044901023	0.731550560575168	0.980279868411171	0.926540611777471	-0.0902989599531881	0.353535353535353	"YS"
"A48"	"A46"	6.88260788394215e-05	5.80437332789173e-05	0.116255760445885	0.0980430450963542	0.883744239554115	0.901956954903646	0.84333924375293	0.826310163256288	1.46376682691348	0.818181818181818	"YS"
"A48"	"A47"	9.05065364715838e-05	8.94532164243614e-05	0.152876735101761	0.151097547253962	0.847123264898239	0.848902452746038	0.98836194502313	0.986290468428707	0.0329545388319702	0.434343434343434	"YS"
