"name1"	"name2"	"D.ij.bMNTD"	"G.ij.bMNTD"	"Ds.ij.bMNTD"	"Gs.ij.bMNTD"	"C.ij.bMNTD"	"E.ij.bMNTD"	"ST.ij.bMNTD"	"MST.ij.bMNTD"	"bNTI.wt"	"RC.bMNTD.wt"	"Plant"	"sex"
"A44"	"A43"	1.52744730673305e-05	1.84472801508174e-05	8.07675069879155e-05	9.75444993697304e-05	0.999919232493012	0.99990245550063	0.999983221652473	0.827992889034985	-0.536433176924021	-0.252525252525253	"YS"	"F"
"A45"	"A43"	2.76611784430248e-05	2.71780874682267e-05	0.000146265236996581	0.000143710775476972	0.999853734763003	0.999856289224523	0.982535415987676	0.98253290577802	0.0594497129942072	0.151515151515151	"YS"	"F"
"YS1"	"A43"	0.026831958366194	0.034549925582156	0.141880533311241	0.182691170005542	0.858119466688759	0.817308829994458	0.952441777306628	0.739679686259992	-0.475610925220126	-0.252525252525253	"YS"	"F"
"YS2"	"A43"	0.0439470209588409	0.0370202418772679	0.232380606960708	0.195753570767147	0.767619393039292	0.804246429232853	0.84238342143691	0.804019548195649	0.412268243645261	0.515151515151515	"YS"	"F"
"YS3"	"A43"	0.040451091115072	0.0416471228849255	0.21389502406425	0.220219334166706	0.78610497593575	0.779780665833295	0.991954878424567	0.96346768731331	-0.0592521197334689	0.212121212121212	"YS"	"F"
"A45"	"A44"	2.15024651166302e-05	2.81849654459115e-05	0.000113699536076262	0.000149034888704325	0.999886300463924	0.999850965111296	0.999964660629302	0.762878538003089	-0.797417145609173	-0.555555555555556	"YS"	"F"
"YS1"	"A44"	0.028187214445361	0.0335139210329266	0.149046780838211	0.177213042917259	0.850953219161788	0.822786957082741	0.966900340177582	0.813221085324555	-0.270404670361684	-0.0707070707070707	"YS"	"F"
"YS2"	"A44"	0.0461771442999515	0.0340842692453664	0.244172928813193	0.180228898392647	0.755827071186807	0.819771101607353	0.738119902434118	0.680544853249395	0.626038438679604	0.616161616161616	"YS"	"F"
"YS3"	"A44"	0.044769595786998	0.0405584518563604	0.236730172270648	0.214462720205649	0.763269827729352	0.785537279794351	0.905937414519597	0.880257006382908	0.1698911060505	0.434343434343434	"YS"	"F"
"YS1"	"A45"	0.0323177210992729	0.0339994467812841	0.170887843607637	0.179780378896734	0.829112156392363	0.820219621103266	0.989274629227739	0.940341816842972	-0.0839263487593096	0.171717171717172	"YS"	"F"
"YS2"	"A45"	0.0563580394123123	0.034998785004384	0.298006898306357	0.185064623830206	0.701993101693643	0.814935376169794	0.621007852106685	0.534942083782665	1.10085196533067	0.818181818181818	"YS"	"F"
"YS3"	"A45"	0.0509522569374898	0.0410779449987007	0.269422503159908	0.217209667077021	0.730577496840092	0.782790332922979	0.806204621104356	0.752430030437395	0.404920561498172	0.575757575757576	"YS"	"F"
"YS2"	"YS1"	0.00755507804080463	0.00716176535784151	0.0399493203965288	0.0378695835224887	0.960050679603471	0.962130416477511	0.947940619429891	0.945891555158702	0.572579753068263	0.393939393939394	"YS"	"F"
"YS3"	"YS1"	0.00213439641428358	0.00380454527438522	0.0112861423464973	0.020117462362219	0.988713857653503	0.979882537637781	0.991067870701559	0.556001192515414	-2.48503726820653	-1	"YS"	"F"
"YS3"	"YS2"	0.0114738365421167	0.010129885075238	0.0606707130916154	0.0535642414631629	0.939329286908385	0.946435758536837	0.882868170385249	0.87623900665394	1.25972293611864	0.777777777777778	"YS"	"F"
