"name1"	"name2"	"D.ij.bMNTD"	"G.ij.bMNTD"	"Ds.ij.bMNTD"	"Gs.ij.bMNTD"	"C.ij.bMNTD"	"E.ij.bMNTD"	"ST.ij.bMNTD"	"MST.ij.bMNTD"	"bNTI.wt"	"RC.bMNTD.wt"	"Plant"	"sex"
"A29"	"A28"	2.79098761595896e-05	3.11986815951373e-05	0.000174914833749879	0.000195526206322984	0.99982508516625	0.999804473793677	0.999979385021561	0.894566673049556	-0.452982034357778	-0.252525252525253	"SJ"	"FM"
"A30"	"A28"	1.42334243127441e-05	1.43504099751705e-05	8.92027264155272e-05	8.99358908186023e-05	0.999910797273584	0.999910064109181	0.999999266770191	0.991847194679463	-0.0283401585768645	0.0707070707070707	"SJ"	"FM"
"SJ4"	"A28"	0.100868221658329	0.0344082951980734	0.632154299830184	0.215641273353335	0.367845700169816	0.784358726646666	0.341121263291671	0.159977808208747	2.99932234401997	0.95959595959596	"SJ"	"FM"
"SJ5"	"A28"	0.0790925934717322	0.0408931212053014	0.495683598123075	0.256282523657179	0.504316401876925	0.743717476342821	0.517028452479772	0.350598092846753	1.48903396065802	0.777777777777778	"SJ"	"FM"
"SJ6"	"A28"	0.0151453747551236	0.0156263802779896	0.0949180387696501	0.0979325631116356	0.90508196123035	0.902067436888364	0.99666933551754	0.965990224531715	-0.0746883109107384	0.0909090909090909	"SJ"	"FM"
"A30"	"A29"	2.06860420002615e-05	2.95764869972471e-05	0.000129642122979308	0.000185359701220007	0.999870357877021	0.99981464029878	0.999944275197478	0.699369376646436	-0.772965426914457	-0.575757575757576	"SJ"	"FM"
"SJ4"	"A29"	0.0845925063251579	0.0328708793223149	0.530152269244901	0.206006087558348	0.469847730755099	0.793993912441652	0.388579092289397	0.229942574962079	2.64148899296554	0.95959595959596	"SJ"	"FM"
"SJ5"	"A29"	0.0755567532818539	0.0412544192558922	0.473524026527621	0.258546825658803	0.526475973472379	0.741453174341197	0.546005717079959	0.387696622482696	1.51637273469649	0.818181818181818	"SJ"	"FM"
"SJ6"	"A29"	0.00795668167956702	0.0173844026062865	0.0498655617539881	0.108950318315002	0.950134438246012	0.891049681684998	0.937814319550309	0.429229015468339	-1.23332167593617	-0.898989898989899	"SJ"	"FM"
"SJ4"	"A30"	0.0912554413125276	0.033492914941643	0.571909751755321	0.209904465907256	0.428090248244679	0.790095534092744	0.367023757267667	0.19886113081354	2.69111351859804	0.95959595959596	"SJ"	"FM"
"SJ5"	"A30"	0.0806400411369215	0.0411747747969226	0.505381654450718	0.258047683447633	0.494618345549282	0.741952316552366	0.510599625402107	0.340388373107328	1.58538109506809	0.777777777777778	"SJ"	"FM"
"SJ6"	"A30"	0.00658576415205643	0.0159806676192074	0.0412738428213005	0.10015292808332	0.9587261571787	0.89984707191668	0.938586128248252	0.386799038959134	-1.55088707668869	-0.95959595959596	"SJ"	"FM"
"SJ5"	"SJ4"	0.00446959918708922	0.00585530634245354	0.0280115610068619	0.0366959684660935	0.971988438993138	0.963304031533907	0.991065318155196	0.756521432236904	-0.989534481985811	-0.676767676767677	"SJ"	"FM"
"SJ6"	"SJ4"	0.00326184457208421	0.00481069140195955	0.0204424053256869	0.0301492304008884	0.979557594674313	0.969850769599112	0.9900906030151	0.671321726852172	-1.38184088610593	-0.898989898989899	"SJ"	"FM"
"SJ6"	"SJ5"	0.00258142569177974	0.00428643095561233	0.0161781314662042	0.0268636218123689	0.983821868533796	0.973136378187631	0.989138795662177	0.595690990080033	-1.68121793644711	-0.939393939393939	"SJ"	"FM"
