"name1"	"name2"	"D.ij.bMNTD"	"G.ij.bMNTD"	"Ds.ij.bMNTD"	"Gs.ij.bMNTD"	"C.ij.bMNTD"	"E.ij.bMNTD"	"ST.ij.bMNTD"	"MST.ij.bMNTD"	"bNTI.wt"	"RC.bMNTD.wt"	"Plant"
"A14"	"A13"	9.27925884016798e-05	7.84185929924963e-05	0.173343851147397	0.146492097537323	0.826656148852603	0.853507902462677	0.845095436426868	0.818508342891522	0.955981403951449	0.696969696969697	"LS"
"A15"	"A13"	4.33256096110774e-05	4.10468544661655e-05	0.0809356453209668	0.0766787515383399	0.919064354679033	0.92332124846166	0.947403968106446	0.943036043001085	0.162048345683741	0.252525252525252	"LS"
"A16"	"A13"	0.00017390004867629	0.000131988579918308	0.324858964185573	0.246565045167996	0.675141035814427	0.753434954832005	0.758991046425757	0.680119760798753	1.39671872194192	0.797979797979798	"LS"
"A17"	"A13"	0.000304253036890738	0.000268610554223096	0.568368595448908	0.501785635360348	0.431631404551092	0.498214364639652	0.882852499906382	0.764865270036226	0.743215199733704	0.636363636363636	"LS"
"A18"	"A13"	0.000125303316771208	8.73950461315716e-05	0.234076447966292	0.163260817793685	0.765923552033708	0.836739182206315	0.697467939265701	0.63843923271696	1.72479579817592	0.858585858585859	"LS"
"A15"	"A14"	1.03644620096344e-05	1.06017360197971e-05	0.019361629961692	0.0198048764688456	0.980638370038308	0.980195123531154	0.999548002076304	0.977177442918836	-0.069868958273673	0.0101010101010101	"LS"
"A16"	"A14"	5.18449217172282e-05	4.41024415795028e-05	0.0968503901841469	0.0823868285180381	0.903149609815853	0.917613171481962	0.85066078062661	0.837252532968544	0.835595942683034	0.636363636363636	"LS"
"A17"	"A14"	0.000116627402649874	0.000117068750050857	0.217869158225587	0.218693629872493	0.782130841774413	0.781306370127507	0.998945864805643	0.995179854141288	-0.0191452579031618	0.0909090909090909	"LS"
"A18"	"A14"	1.1479161806872e-05	1.77827229512261e-05	0.0214439768285555	0.0332195246770046	0.978556023171445	0.966780475322995	0.987966403997714	0.63775532253126	-1.16097480773673	-0.898989898989899	"LS"
"A16"	"A15"	6.78604021973549e-05	5.64981330457487e-05	0.12676856697197	0.105542954814382	0.87323143302803	0.894457045185618	0.832564075901555	0.812807194040605	0.645281619092208	0.616161616161616	"LS"
"A17"	"A15"	0.000183897009231428	0.000177595997865846	0.343534072534688	0.331763287873467	0.656465927465312	0.668236712126533	0.96573619444973	0.948725047683728	0.152734949301864	0.232323232323232	"LS"
"A18"	"A15"	2.08158477038606e-05	3.15937402189652e-05	0.0388856402007594	0.0590195908535156	0.961114359799241	0.940980409146484	0.979051451632705	0.645057716186333	-0.785909513731299	-0.656565656565657	"LS"
"A17"	"A16"	4.65314666457834e-05	5.60748011175535e-05	0.0869244383290715	0.104752137487148	0.913075561670929	0.895247862512852	0.980475110816183	0.813608679954504	-0.73705770105591	-0.515151515151515	"LS"
"A18"	"A16"	5.68964834802133e-05	3.74739708525903e-05	0.106287104747106	0.0700043240226685	0.893712895252894	0.929995675977331	0.658634217097487	0.632938311735942	2.13719065549251	0.939393939393939	"LS"
"A18"	"A17"	0.000171404354020071	0.000147389809427248	0.320196810338497	0.275335752844864	0.679803189661503	0.724664247155136	0.859895364209881	0.806662690563061	0.744130584990438	0.575757575757576	"LS"
