"name1"	"name2"	"D.ij.bMNTD"	"G.ij.bMNTD"	"Ds.ij.bMNTD"	"Gs.ij.bMNTD"	"C.ij.bMNTD"	"E.ij.bMNTD"	"ST.ij.bMNTD"	"MST.ij.bMNTD"	"bNTI.wt"	"RC.bMNTD.wt"	"Plant"	"sex"
"A26"	"A25"	4.2069726240375e-05	3.20185771373224e-05	0.000246161168484427	0.000187349219158165	0.999753838831516	0.999812650780842	0.761083562901668	0.76103879370626	1.05759916629866	0.737373737373737	"SJ"	"F"
"A27"	"A25"	4.16100114885648e-05	2.44235857547105e-05	0.000243471255081412	0.000142908902558752	0.999756528744919	0.999857091097441	0.586964167539884	0.586905132605732	2.56716919582471	0.97979797979798	"SJ"	"F"
"SJ1"	"A25"	0.0603145530364386	0.0474064257161035	0.352916507400912	0.277387617910066	0.647083492599088	0.722612382089934	0.785986521154576	0.703833640067922	0.52480088421423	0.494949494949495	"SJ"	"F"
"SJ2"	"A25"	0.0146280403808168	0.0299492669225502	0.0855925587013553	0.175241134177659	0.914407441298645	0.824758865822341	0.90195992352273	0.440541874273211	-0.739522466971642	-0.595959595959596	"SJ"	"F"
"SJ3"	"A25"	0.00376840653764793	0.00834515484130095	0.0220499499172281	0.0488297227127332	0.977950050082772	0.951170277287267	0.972616420651302	0.439202644876835	-1.56708365567163	-1	"SJ"	"F"
"A27"	"A26"	2.41684620462447e-05	2.16420915169034e-05	0.000141416105818759	0.00012663363925423	0.999858583894181	0.999873366360746	0.895468295644664	0.895455056738033	0.436094083349272	0.454545454545455	"SJ"	"F"
"SJ1"	"A26"	0.0706600971385385	0.0496008854234143	0.41345104024358	0.29022798589005	0.58654895975642	0.70977201410995	0.701964580181162	0.580096969316869	0.844174202683024	0.636363636363636	"SJ"	"F"
"SJ2"	"A26"	0.0205295690673627	0.0328078918300013	0.120123974214354	0.19196770956482	0.879876025785646	0.80803229043518	0.918347888514957	0.574657052114944	-0.568166094675692	-0.292929292929293	"SJ"	"F"
"SJ3"	"A26"	0.0226317384408664	0.0130248151630371	0.132424326880715	0.0762116611243795	0.867575673119286	0.923788338875621	0.575511032750271	0.540491095864674	1.88451231324547	0.919191919191919	"SJ"	"F"
"SJ1"	"A27"	0.0568058613378821	0.0470693870610048	0.332386218151266	0.275415515009051	0.667613781848734	0.724584484990949	0.828600886465491	0.763451858154746	0.455526585768548	0.474747474747475	"SJ"	"F"
"SJ2"	"A27"	0.015090440409333	0.0290671347543765	0.088298184373279	0.170079544011024	0.911701815626721	0.829920455988976	0.910298127922969	0.472588707838863	-0.806522821352367	-0.575757575757576	"SJ"	"F"
"SJ3"	"A27"	0.00358284870263219	0.00832494428116224	0.0209642016233617	0.0487114653446904	0.979035798376638	0.95128853465531	0.971658581057672	0.418177656086113	-1.62595767451541	-1	"SJ"	"F"
"SJ2"	"SJ1"	0.00539561196085176	0.00878869488237954	0.0315711620604065	0.0514249935770526	0.968428837939594	0.948575006422947	0.979498925745658	0.601340266117397	-2.09433067019517	-1	"SJ"	"F"
"SJ3"	"SJ1"	0.0047408150860601	0.00805021361936836	0.0277397712189807	0.0471039431008024	0.972260228781019	0.952896056899198	0.980083344655474	0.577176473275187	-2.33477945060365	-1	"SJ"	"F"
"SJ3"	"SJ2"	0.00524289160081171	0.00726497197927755	0.0306775545749663	0.0425092852092121	0.969322445425034	0.957490714790788	0.987793813410503	0.712858343079074	-1.54176767018664	-0.898989898989899	"SJ"	"F"
