"name1"	"name2"	"D.ij.bMNTD"	"G.ij.bMNTD"	"Ds.ij.bMNTD"	"Gs.ij.bMNTD"	"C.ij.bMNTD"	"E.ij.bMNTD"	"ST.ij.bMNTD"	"MST.ij.bMNTD"	"bNTI.wt"	"RC.bMNTD.wt"	"Plant"	"sex"
"A17"	"A16"	4.65314666457834e-05	5.59779294935023e-05	0.000283882477384505	0.000341514129018124	0.999716117522615	0.999658485870982	0.999942351983105	0.83119873528743	-0.823468326831633	-0.595959595959596	"LS"	"FM"
"A18"	"A16"	5.68964834802133e-05	3.90920170675874e-05	0.000347118108435836	0.000238495354887116	0.999652881891564	0.999761504645113	0.687072639228791	0.686997989703265	1.95461061511584	0.898989898989899	"LS"	"FM"
"LS4"	"A16"	0.048339075000591	0.0393912170285647	0.294910462850986	0.240320735264703	0.705089537149014	0.759679264735297	0.81489389335818	0.756336502476057	0.342730218133581	0.434343434343434	"LS"	"FM"
"LS5"	"A16"	0.0110700291147204	0.0337158663631334	0.0675368200561588	0.205696152738796	0.932463179943841	0.794303847261204	0.85183400733211	0.279685153586516	-0.98697137409561	-0.858585858585859	"LS"	"FM"
"LS6"	"A16"	0.01850494380765	0.032110920017302	0.11289627580335	0.19590458205412	0.88710372419665	0.80409541794588	0.906427733322909	0.522357947445859	-0.571453813240149	-0.333333333333333	"LS"	"FM"
"A18"	"A17"	0.000171404354020071	0.000149788528319895	0.00104571585985283	0.000913840494797387	0.998954284140147	0.999086159505203	0.873889868062247	0.873774518105417	0.676754105076686	0.555555555555556	"LS"	"FM"
"LS4"	"A17"	0.129158819663527	0.0396545701429141	0.787981302658195	0.241927418653764	0.212018697341805	0.758072581346236	0.307021775564522	0.0858682380982032	3.90169163114294	1	"LS"	"FM"
"LS5"	"A17"	0.0318329826395996	0.0357306850176326	0.194208921955104	0.217988301522194	0.805791078044896	0.782011698477806	0.970489398288218	0.864623002676237	-0.198357832271815	0.0303030303030303	"LS"	"FM"
"LS6"	"A17"	0.0526742851660843	0.0321620857445241	0.321359021009087	0.196216737557653	0.678640978990913	0.803783262442347	0.610584190048628	0.515521374794361	0.915231295352222	0.737373737373737	"LS"	"FM"
"LS4"	"A18"	0.137261014615056	0.0410777244395509	0.837411749211734	0.250609899489907	0.162588250788266	0.749390100510093	0.299267235891793	0.0649292489569398	4.17772967538238	1	"LS"	"FM"
"LS5"	"A18"	0.0354051579214891	0.0348635543336459	0.216002302688062	0.212698049042939	0.783997697311938	0.787301950957061	0.984702692499093	0.980569961140943	0.0274197101934036	0.212121212121212	"LS"	"FM"
"LS6"	"A18"	0.059966248529785	0.0323894936740363	0.36584634913142	0.197604124009455	0.63415365086858	0.802395875990545	0.540128730213107	0.426877326333228	1.21774092909679	0.797979797979798	"LS"	"FM"
"LS5"	"LS4"	0.00993625261504314	0.0100710158518227	0.0606197958415808	0.0614419689703275	0.939380204158419	0.938558031029673	0.999124770646532	0.985755187079192	-0.0589969789118962	0.191919191919192	"LS"	"FM"
"LS6"	"LS4"	0.00393990152362021	0.00602215991454874	0.0240368311123855	0.0367404210308226	0.975963168887615	0.963259578969177	0.986983535523255	0.645718146076086	-1.96614683889104	-0.97979797979798	"LS"	"FM"
"LS6"	"LS5"	0.00553253611011058	0.00996078586122313	0.033753289341026	0.0607694700127579	0.966246710658974	0.939230529987242	0.972040080060602	0.53990186299916	-2.42818841747216	-1	"LS"	"FM"
