"compare"	"Letters"	"type"	"Mean"	"std"
"HS"	"a"	"Plant"	4.65651916745098	0.257245863090597
"LS"	"a"	"Plant"	4.0067941160944	0.517195063633492
"PG"	"a"	"Plant"	4.00060819666994	0.901694368973124
"SHT"	"a"	"Plant"	3.76448898614535	0.792722150161021
"SJ"	"a"	"Plant"	4.21353085443387	0.396032944231629
"XS"	"a"	"Plant"	4.40201718051275	0.332473841277303
"YJ"	"a"	"Plant"	4.50816904537049	0.147821576366383
"YS"	"a"	"Plant"	3.97504872491833	0.329152227140915
